ID,Book,Place Identified,Sentence,Place Check,Place Final,Coordinates Final
2097,MVLL Cinco esquinas - FINAL,Perú,"Desde entonces, el Doctor había sido el brazo derecho de Fujimori, y, como jefe del Servicio de Inteligencia, el presunto autor de las peores fechorías, tráficos, robos y crímenes políticos que se venían cometiendo en el Perú desde hacía casi diez años.",Valid,Perú,"{-10., -76.}"
2098,MVLL Cinco esquinas - FINAL,Perú,¿Por qué estaba ante el hombre más poderoso y más misterioso del Perú?,Valid,Perú,"{-10., -76.}"
2099,MVLL Cinco esquinas - FINAL,Perú,"Se iba acordando: «Ya debe ser el hombre más rico del Perú y, además, es el que manda a matar sin que le tiemblen la voz y la mano», le había dicho Rolando Garro alguna vez.",Valid,Perú,"{-10., -76.}"
2100,MVLL Cinco esquinas - FINAL,Perú,"¿Sabes que es uno de los hombres más poderosos del Perú, no, Retaquita?",Valid,Perú,"{-10., -76.}"
2101,MVLL Cinco esquinas - FINAL,Perú,Pero la repito porque será la parte más importante de tus obligaciones conmigo: joder a quienes quieren joder al Perú.,Valid,Perú,"{-10., -76.}"
2102,MVLL Cinco esquinas - FINAL,Perú,"El Doctor no quería enemistarse con uno de los dueños del Perú, alguien que, si se lo proponía, le podía hacer mucho daño.",Valid,Perú,"{-10., -76.}"
2103,MVLL Cinco esquinas - FINAL,Perú,"Soñaba con que la revista mejorara, creciera, fuera la primera del Perú.",Valid,Perú,"{-10., -76.}"
2104,MVLL Cinco esquinas - FINAL,Perú,"Sabemos el riesgo que corremos publicando esta edición extraordinaria de Destapes que denuncia como asesino y corruptor de la prensa peruana al hombre que, tal vez, haya acumulado más poder, multiplicado más la corrupción y causado más estragos en la historia de nuestra querida Patria, el Perú: el jefe del Servicio de Inteligencia, conocido por tirios y troyanos con su consabido seudónimo: el Doctor.",Valid,Perú,"{-10., -76.}"
2105,MVLL Cinco esquinas - FINAL,Perú,"Lo sabemos y, sin embargo, sin vacilaciones, lo hacemos: sacamos este número incendiario de Destapes demostrando, de manera explícita, contundente y rotunda, que con el asesinato de Rolando Garro —uno de Dios sabe cuántos más— el gobierno de turno cometió uno de los más atroces liberticidios de la historia del Perú (acaso del ancho mundo) y una de las violaciones más crueles de la libertad de expresión contra un periodista, polémico, es verdad, pero respetado aun por sus peores enemigos, que le reconocían su talento, sus agallas, su testosterona, su profesionalismo y su amor a nuestro antiguo país.",Valid,Perú,"{-10., -76.}"
2106,MVLL Cinco esquinas - FINAL,Perú,"Y porque si hechos como el cobarde y vil asesinato de Rolando Garro y la igualmente vil y grotesca falsificación de la justicia que ha significado atribuir su asesinato a un pobre anciano privado de sus facultades —nos referimos al veterano y apreciado recitador Juan Peineta— quedaran impunes, el Perú se hundiría aún más en el abismo infernal en que ha caído por culpa del régimen autoritario, cleptómano, manipulador y criminoso que nos domina.",Valid,Perú,"{-10., -76.}"
2107,MVLL Cinco esquinas - FINAL,Perú,"Y lo hacemos porque, exponiendo estas verdades urticantes, contribuimos a impedir —aunque sea con un pequeño granito de arena— que el Perú se convierta por culpa del Doctor y su amo, el presidente Fujimori, en una republiqueta bananera, una de esas caricaturas que agravian a nuestra América.",Valid,Perú,"{-10., -76.}"
2108,MVLL Cinco esquinas - FINAL,Perú,"El Doctor me explicaría después, de viva voz (véase la transcripción de la grabación correspondiente entregada por mí a la Justicia), que había prohibido eso a Rolando porque él sabía que no debía meterse con quienes eran más poderosos que él, los ricos del Perú, entre los que se cuenta el destacado y probo minero ingeniero don Enrique Cárdenas.",Valid,Perú,"{-10., -76.}"
2109,MVLL Cinco esquinas - FINAL,Perú,"Y, gracias a ello, descubrí lo que sé y que ahora sabe todo el Perú, gracias al valeroso apoyo que me han dado todos los redactores de este semanario y la denuncia que hemos hecho ante la Justicia: que fue el Doctor quien mandó asesinar a Rolando Garro por haberle desobedecido, publicando las fotos de la orgía de Chosica.",Valid,Perú,"{-10., -76.}"
2110,MVLL Cinco esquinas - FINAL,Perú,"En todo caso, si algo así ocurriera, quedaría demostrado que no existe la independencia del Poder Judicial y que los jueces son también, como tantos periodistas, nada más que instrumentos de los dueños de los cuerpos y las conciencias del Perú en que se han convertido Fujimori y el Doctor.",Valid,Perú,"{-10., -76.}"
2111,MVLL Cinco esquinas - FINAL,Perú,"Pero no hay que olvidar que, en estos momentos, el régimen de Fujimori y el Doctor ya no tiene al Perú entero de rodillas.",Valid,Perú,"{-10., -76.}"
2112,MVLL Cinco esquinas - FINAL,Perú,"(Véanse en las páginas interiores la biografía de ese notable periodista que fue Rolando Garro, todo lo que se sabe de la vida aventurera y criminosa del Doctor, el jefe del Servicio de Inteligencia y la oprobiosa dictadura que padece el Perú).",Valid,Perú,"{-10., -76.}"
2113,MVLL Cinco esquinas - FINAL,Perú,Con su audacia provocó acontecimientos que cambiaron la vida del Perú.,Valid,Perú,"{-10., -76.}"
2114,MVLL Cinco esquinas - FINAL,Perú,"Y allí te construyo el cine más moderno del Perú, mi vida.",Valid,Perú,"{-10., -76.}"
2115,MVLL Cinco esquinas - FINAL,Perú,"Luciano les contó que su estudio era ahora el asesor legal de la principal cadena distribuidora cinematográfica del Perú y estaba feliz, gracias a esa relación le enviaban todas las nuevas películas para que él y Chabela las vieran en el flamante cinema del jardín.",Valid,Perú,"{-10., -76.}"
2116,MVLL Cinco esquinas - FINAL,Perú de Pablo Escobar,"Se decía que había sido el hombre en el Perú de Pablo Escobar, el rey de la droga en Colombia.",Valid / Corrected,Perú,"{-10., -76.}"
2117,MVLL Cinco esquinas - FINAL,Plaza Italia,"El auto no fue hacia el centro de Lima; dobló por la Plaza Italia, bajó por el jirón
Huanta hasta la avenida Grau y luego, ante su sorpresa, tomó la Panamericana,
rumbo a las playas.",Valid,Plaza Italia,"{-12.050784571720285, -77.02259635938152}"
2118,MVLL Cinco esquinas - FINAL,Plaza San Martín,"Tenía que
caminar hasta la Plaza San Martín, donde tomaba el microbús hacia el Callao.",Valid,Plaza San Martín,"{-12.051295257854763, -77.0346184865037}"
2125,MVLL Cinco esquinas - FINAL,Puno,"Hizo una lista de los temas que podían servir para
investigar con vistas a un artículo y empezó a tomar apuntes, navegando en la red,
sobre un caso de tráfico de niños y niñas en Puno, cerca de la frontera con Bolivia.",Valid,Puno,"{-15.84, -70.05}"
2515,MVLL Cinco esquinas - FINAL,Rímac,"Él y Willy eran amigos desde los tiempos en que Juan Peineta practicaba el noble arte de la declamación y el Ruletero administraba un coliseo en el barrio de Cantagallo, en el Rímac; allí solía contratarlo para que recitara sus poemas entre los números de bailes y canciones andinas.",Valid,Rímac,"{-12.025328552155427, -77.03328934490534}"
2789,MVLL Cinco esquinas - FINAL,San Isidro,"El empresario y el abogado El Estudio Luciano Casasbellas, Abogados estaba también en San Isidro, a pocas cuadras de las oficinas de Enrique y, en el pasado, éste solía hacerlas andando, pero ahora, debido al temor a los secuestros del MRTA y los atentados de Sendero Luminoso, se desplazaba siempre en auto.",Valid,San Isidro,"{-12.097008633958604, -77.03297317053355}"
2790,MVLL Cinco esquinas - FINAL,San Isidro,"Estaban tomando el desayuno en la terraza techada del penthouse, en San Isidro, ella en bata y zapatillas, y Enrique ya bañado, afeitado y vestido, listo para partir a la oficina.",Valid,San Isidro,"{-12.097008633958604, -77.03297317053355}"
2791,MVLL Cinco esquinas - FINAL,San Isidro,"Dos días atrás, ella y Marisa habían almorzado juntas y, al volver de El Central, de Miraflores, después de comer riquísimo, se habían encerrado en el dormitorio de Marisa, en su penthouse de San Isidro, y hecho el amor.",Valid,San Isidro,"{-12.097008633958604, -77.03297317053355}"
2792,MVLL Cinco esquinas - FINAL,San Isidro,Tardó más de media hora en llegar a San Isidro porque el tráfico era ya muy intenso a esa hora en la avenida Javier Prado y en el Zanjón.,Valid,San Isidro,"{-12.097008633958604, -77.03297317053355}"
2793,MVLL Cinco esquinas - FINAL,San Isidro,"Cuando llegaron a San Isidro, frente a la casa del Golf, faltaban diez minutos para que empezara el toque de queda.",Valid,San Isidro,"{-12.097008633958604, -77.03297317053355}"
2794,MVLL Cinco esquinas - FINAL,San Isidro,"Cuando Juan era joven, ese barrio estaba lleno de peñas criollas y allí vivían muchos bohemios, artistas, músicos, y hasta los blanquitos de Miraflores y San Isidro amantes de la música criolla venían a oír a los mejores cantantes, guitarristas y cajoneadores, y a bailar con los cholos y los negros.",Valid,San Isidro,"{-12.097008633958604, -77.03297317053355}"
2847,MVLL Cinco esquinas - FINAL,Surquillo,"Desde su escritorio dominaba todo el cuartito
que era la redacción de la revista, una vieja casona de dos pisos en la calle Dante, de
Surquillo, y podía observar que la media docena de redactores e informantes tenían
todos las cabezas hundidas en sus computadoras o papeles; ninguno, ni siquiera
Estrellita Santibáñez, que era la más curiosa, se atrevía siquiera a volver los ojos para
espiar el mal rato que estaba haciendo pasar al fotógrafo.",Valid,Surquillo,"{-12.1134, -77.013}"
2848,MVLL Cinco esquinas - FINAL,Surquillo,"Sus padres adoptivos le revelaron que era un expósito cuando estaba en el quinto
año de secundaria del Colegio Nacional Ricardo Palma, de Surquillo, aquí mismo,
no lejos del local de Destapes.",Valid,Surquillo,"{-12.1134, -77.013}"
2849,MVLL Cinco esquinas - FINAL,Surquillo,"La Retaquita
Apenas sintió que el individuo que iba detrás de ella en el ómnibus de Surquillo a
Cinco Esquinas se le pegaba con malas intenciones, la Retaquita sacó la gran aguja
que llevaba prendida en el cinturón.",Valid,Surquillo,"{-12.1134, -77.013}"
2850,MVLL Cinco esquinas - FINAL,Surquillo,"Una ausencia
La Retaquita se preparaba siempre el desayuno frugal de cada día —un café con
leche y una galleta de maicena—, pero hoy, no sabía por qué, tuvo el impulso de
tomarlo en un cafetín de Cinco Esquinas situado frente al paradero del ómnibus que,
cada mañana, luego de media hora o cuarenta y cinco minutos de zangoloteo y
apretones, la llevaba por la larguísima avenida Grau, el Zanjón y la Panamericana
hasta Surquillo, en las vecindades de Destapes.",Valid,Surquillo,"{-12.1134, -77.013}"
2851,MVLL Cinco esquinas - FINAL,Surquillo,"Demoró tres cuartos de hora en llegar al paradero de la Panamericana, en
Surquillo, a pocas cuadras de la calle Dante.",Valid,Surquillo,"{-12.1134, -77.013}"
2852,MVLL Cinco esquinas - FINAL,Surquillo,"La redacción en pleno de Destapes se trasladó a la comisaría de Surquillo, que
estaba a un paso del local de la revista, en la misma calle Dante.",Valid,Surquillo,"{-12.1134, -77.013}"
2853,MVLL Cinco esquinas - FINAL,Surquillo,"—Ustedes presentaron esta tarde una denuncia sobre la desaparición del señor
Rolando Garro, director de Destapes, en la comisaría de Surquillo.",Valid,Surquillo,"{-12.1134, -77.013}"
2854,MVLL Cinco esquinas - FINAL,Surquillo,"A eso de las cinco de la tarde, la Retaquita y Ceferino fueron a tomar lonche a La
Delicia Criolla, donde la señora Mendieta, en la esquina de la calle Irribarren, no
lejos de la comisaría de Surquillo.",Valid,Surquillo,"{-12.1134, -77.013}"
2855,MVLL Cinco esquinas - FINAL,Surquillo,"No en Surquillo, sino lejos de
aquí.",Valid,Surquillo,"{-12.1134, -77.013}"
2856,MVLL Cinco esquinas - FINAL,Teatro Alfonso XIII del Callao,"Su padre le contó a Juan que él estuvo en el Teatro Alfonso XIII del Callao, cuando el cantante Alcides Carreño estrenó en 1930 el más famoso vals de Pinglo, «El Plebeyo».",Valid,Teatro Alfonso XIII del Callao,"{-12.051551957329314, -77.12532591358811}"
2870,MVLL Cinco esquinas - FINAL,Universidad Católica de Lima,"Había fotos de Chabela y de sus dos hijas en una vidriera y del propio Luciano, joven, con túnica y birrete, el día de su graduación en la Universidad Católica de Lima, y otra, más ostentosa, de la ceremonia de su doctorado en Columbia University.",Valid / Corrected,Pontificia Universidad Católica del Perú,"{-12.066304691309606, -77.07797988627321}"
2950,MVLL Cinco esquinas - FINAL,Zanjón,"En el Zanjón, el tráfico era ya muy intenso.",Valid / Corrected,El Zanjón,"{-12.11352241596735, -77.0255141779098}"
2951,MVLL Cinco esquinas - FINAL,Zanjón,Tardó más de media hora en llegar a San Isidro porque el tráfico era ya muy intenso a esa hora en la avenida Javier Prado y en el Zanjón.,Valid / Corrected,El Zanjón,"{-12.11352241596735, -77.0255141779098}"
2952,MVLL Cinco esquinas - FINAL,Zanjón,"Una ausencia La Retaquita se preparaba siempre el desayuno frugal de cada día —un café con leche y una galleta de maicena—, pero hoy, no sabía por qué, tuvo el impulso de tomarlo en un cafetín de Cinco Esquinas situado frente al paradero del ómnibus que, cada mañana, luego de media hora o cuarenta y cinco minutos de zangoloteo y apretones, la llevaba por la larguísima avenida Grau, el Zanjón y la Panamericana hasta Surquillo, en las vecindades de Destapes.",Valid / Corrected,El Zanjón,"{-12.11352241596735, -77.0255141779098}"
